timestamp,counterparty,upi_id,amount,direction,planted_scenario,expected_signal
2026-09-13 18:24:00,QUICKCASH AGENCY,quickcash.agency@fastpay,4500.00,DEBIT,F2,payee 3 days old; no repeat payers; burst
2026-09-13 18:13:00,QUICKCASH AGENCY,quickcash.agency@fastpay,4500.00,DEBIT,F2,payee 3 days old; no repeat payers; burst
2026-09-13 18:02:00,QUICKCASH AGENCY,quickcash.agency@fastpay,4500.00,DEBIT,F2,payee 3 days old; no repeat payers; burst
2026-09-12 21:45:00,METRO RIDE MOBILITY,metroride.trips@ibl,159.91,DEBIT,,
2026-09-12 17:33:00,METROFUEL PUMP 42,metrofuel42@ibl,892.74,DEBIT,,
2026-09-12 14:34:00,ARJUN M,arjun.m@paytm,300.00,CREDIT,,
2026-09-12 11:40:00,BROADBAND FIBRENET,fibrenet.billing@axl,799.00,DEBIT,,
2026-09-11 18:12:00,METRO RIDE MOBILITY,metroride.trips@ibl,63.74,DEBIT,,
2026-09-11 17:33:00,SAI MEDICALS,saimedicals@ybl,533.47,DEBIT,,
2026-09-11 13:41:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,60.00,DEBIT,,
2026-09-11 02:35:00,VERIFY08 SERVICES,verify08@quickpay,47.00,DEBIT,F1,velocity; night; all payees new
2026-09-11 02:32:00,VERIFY07 SERVICES,verify07@quickpay,33.00,DEBIT,F1,velocity; night; all payees new
2026-09-11 02:29:00,VERIFY06 SERVICES,verify06@quickpay,21.00,DEBIT,F1,velocity; night; all payees new
2026-09-11 02:26:00,VERIFY05 SERVICES,verify05@quickpay,14.00,DEBIT,F1,velocity; night; all payees new
2026-09-11 02:23:00,VERIFY04 SERVICES,verify04@quickpay,9.00,DEBIT,F1,velocity; night; all payees new
2026-09-11 02:20:00,VERIFY03 SERVICES,verify03@quickpay,5.00,DEBIT,F1,velocity; night; all payees new
2026-09-11 02:17:00,VERIFY02 SERVICES,verify02@quickpay,2.00,DEBIT,F1,velocity; night; all payees new
2026-09-11 02:14:00,VERIFY01 SERVICES,verify01@quickpay,1.00,DEBIT,F1,velocity; night; all payees new
2026-09-10 19:18:00,SRI VENKATESWARA KIRANA,svkirana@paytm,392.94,DEBIT,,
2026-09-10 13:43:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,140.00,DEBIT,,
2026-09-09 20:19:00,QUICKBITE FOODS PRIVATE LIMITED,quickbite.foods@ibl,196.98,DEBIT,,
2026-09-09 18:46:00,SRI VENKATESWARA KIRANA,svkirana@paytm,375.32,DEBIT,,
2026-09-09 13:51:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,140.00,DEBIT,,
2026-09-09 07:13:00,SIP AUTOSAVE PLAN,sipautosave@ybl,2500.00,DEBIT,,
2026-09-08 20:07:00,SRI VENKATESWARA KIRANA,svkirana@paytm,464.47,DEBIT,,
2026-09-08 19:23:00,METRO RIDE MOBILITY,metroride.trips@ibl,97.55,DEBIT,,
2026-09-08 13:10:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,60.00,DEBIT,,
2026-09-07 20:35:00,QUICKBITE FOODS PRIVATE LIMITED,quickbite.foods@ibl,218.16,DEBIT,,
2026-09-07 18:23:00,SRI VENKATESWARA KIRANA,svkirana@paytm,464.91,DEBIT,,
2026-09-07 13:01:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,45.00,DEBIT,,
2026-09-07 12:44:00,RAVI TEJA K,raviteja.k@oksbi,250.00,CREDIT,,
2026-09-07 08:50:00,CLOUDNOTE SUBSCRIPTION,cloudnote.sub@ybl,199.00,DEBIT,,
2026-09-07 08:23:00,METRO RIDE MOBILITY,metroride.trips@ibl,177.44,DEBIT,,
2026-09-06 18:18:00,FRESHMART SUPERSTORE,freshmart.store@ibl,767.05,DEBIT,,
2026-09-06 09:27:00,METRO RIDE MOBILITY,metroride.trips@ibl,97.68,DEBIT,,
2026-09-05 21:59:00,ARJUN M,arjun.m@paytm,200.00,DEBIT,,
2026-09-05 19:59:00,SRI VENKATESWARA KIRANA,svkirana@paytm,449.39,DEBIT,,
2026-09-05 19:36:00,AXIS POWER UTILITY,axispower.utility@axl,1499.86,DEBIT,,
2026-09-05 17:45:00,METROFUEL PUMP 42,metrofuel42@ibl,641.50,DEBIT,,
2026-09-04 18:07:00,SRI VENKATESWARA KIRANA,svkirana@paytm,701.90,DEBIT,,
2026-09-04 16:53:00,IRCTC TICKETING,irctc.tickets@sbi,588.35,DEBIT,,
2026-09-04 09:18:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,60.00,DEBIT,,
2026-09-04 08:50:00,METRO RIDE MOBILITY,metroride.trips@ibl,222.11,DEBIT,,
2026-09-03 20:34:00,ARJUN M,arjun.m@paytm,1200.00,CREDIT,,
2026-09-03 18:58:00,METRO RIDE MOBILITY,metroride.trips@ibl,237.01,DEBIT,,
2026-09-03 18:49:00,FRESHMART SUPERSTORE,freshmart.store@ibl,418.07,DEBIT,,
2026-09-03 13:03:00,SAI MEDICALS,saimedicals@ybl,126.68,DEBIT,,
2026-09-03 10:39:00,K RAMANA RAO,ramanarao.k@oksbi,18500.00,DEBIT,,
2026-09-02 18:50:00,METRO RIDE MOBILITY,metroride.trips@ibl,109.98,DEBIT,,
2026-09-02 16:22:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,45.00,DEBIT,,
2026-09-01 16:39:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,90.00,DEBIT,,
2026-09-01 11:14:00,VERTEX SOFTWARE SOLUTIONS,vertexsoft.payroll@icici,48000.00,CREDIT,,
2026-08-31 13:19:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,45.00,DEBIT,,
2026-08-31 09:38:00,METRO RIDE MOBILITY,metroride.trips@ibl,181.15,DEBIT,,
2026-08-30 21:33:00,METRO RIDE MOBILITY,metroride.trips@ibl,95.53,DEBIT,,
2026-08-30 20:55:00,SRI VENKATESWARA KIRANA,svkirana@paytm,611.14,DEBIT,,
2026-08-30 20:28:00,ARJUN M,arjun.m@paytm,200.00,DEBIT,,
2026-08-30 19:16:00,SAI MEDICALS,saimedicals@ybl,367.13,DEBIT,,
2026-08-29 17:40:00,METROFUEL PUMP 42,metrofuel42@ibl,670.36,DEBIT,,
2026-08-28 19:31:00,FRESHMART SUPERSTORE,freshmart.store@ibl,207.85,DEBIT,,
2026-08-28 18:33:00,SAI MEDICALS,saimedicals@ybl,217.72,DEBIT,,
2026-08-28 13:38:00,SNEHA P,sneha.p@ybl,300.00,DEBIT,,
2026-08-28 09:43:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,90.00,DEBIT,,
2026-08-28 08:03:00,METRO RIDE MOBILITY,metroride.trips@ibl,142.38,DEBIT,,
2026-08-27 19:29:00,FRESHMART SUPERSTORE,freshmart.store@ibl,901.39,DEBIT,,
2026-08-27 13:07:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,45.00,DEBIT,,
2026-08-26 20:06:00,QUICKBITE FOODS PRIVATE LIMITED,quickbite.foods@ibl,410.25,DEBIT,,
2026-08-26 19:42:00,FRESHMART SUPERSTORE,freshmart.store@ibl,277.53,DEBIT,,
2026-08-25 21:22:00,METRO RIDE MOBILITY,metroride.trips@ibl,189.64,DEBIT,,
2026-08-25 18:07:00,FRESHMART SUPERSTORE,freshmart.store@ibl,329.53,DEBIT,,
2026-08-25 16:32:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,60.00,DEBIT,,
2026-08-24 20:37:00,FRESHMART SUPERSTORE,freshmart.store@ibl,454.77,DEBIT,,
2026-08-24 13:13:00,SAI MEDICALS,saimedicals@ybl,178.53,DEBIT,,
2026-08-23 11:26:00,DEEPTHI R,deepthi.r@axl,800.00,DEBIT,,
2026-08-22 21:19:00,METRO RIDE MOBILITY,metroride.trips@ibl,231.14,DEBIT,,
2026-08-22 20:44:00,QUICKBITE FOODS PRIVATE LIMITED,quickbite.foods@ibl,347.90,DEBIT,,
2026-08-21 20:24:00,QUICKBITE FOODS PRIVATE LIMITED,quickbite.foods@ibl,350.09,DEBIT,,
2026-08-21 13:19:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,60.00,DEBIT,,
2026-08-20 18:38:00,SRI VENKATESWARA KIRANA,svkirana@paytm,421.49,DEBIT,,
2026-08-20 18:15:00,ARJUN M,arjun.m@paytm,200.00,DEBIT,,
2026-08-20 13:10:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,140.00,DEBIT,,
2026-08-20 09:39:00,METRO RIDE MOBILITY,metroride.trips@ibl,171.66,DEBIT,,
2026-08-19 18:52:00,METRO RIDE MOBILITY,metroride.trips@ibl,92.81,DEBIT,,
2026-08-19 13:44:00,SAI MEDICALS,saimedicals@ybl,242.54,DEBIT,,
2026-08-19 13:28:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,120.00,DEBIT,,
2026-08-18 21:07:00,METRO RIDE MOBILITY,metroride.trips@ibl,77.92,DEBIT,,
2026-08-18 18:49:00,DEEPTHI R,deepthi.r@axl,1200.00,CREDIT,,
2026-08-18 13:09:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,90.00,DEBIT,,
2026-08-17 20:06:00,SRI VENKATESWARA KIRANA,svkirana@paytm,349.27,DEBIT,,
2026-08-17 15:09:00,RAVI TEJA K,raviteja.k@oksbi,800.00,CREDIT,,
2026-08-17 09:38:00,METRO RIDE MOBILITY,metroride.trips@ibl,255.58,DEBIT,,
2026-08-17 09:21:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,120.00,DEBIT,,
2026-08-16 18:05:00,METRO RIDE MOBILITY,metroride.trips@ibl,211.71,DEBIT,,
2026-08-16 15:38:00,DEEPTHI R,deepthi.r@axl,200.00,CREDIT,,
2026-08-15 20:31:00,QUICKBITE FOODS PRIVATE LIMITED,quickbite.foods@ibl,322.84,DEBIT,,
2026-08-15 19:55:00,FRESHMART SUPERSTORE,freshmart.store@ibl,700.88,DEBIT,,
2026-08-15 17:44:00,METROFUEL PUMP 42,metrofuel42@ibl,1023.32,DEBIT,,
2026-08-14 19:17:00,SRI VENKATESWARA KIRANA,svkirana@paytm,927.18,DEBIT,,
2026-08-14 13:35:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,60.00,DEBIT,,
2026-08-14 11:47:00,SAI MEDICALS,saimedicals@ybl,487.79,DEBIT,,
2026-08-13 21:25:00,METRO RIDE MOBILITY,metroride.trips@ibl,154.05,DEBIT,,
2026-08-13 20:00:00,QUICKBITE FOODS PRIVATE LIMITED,quickbite.foods@ibl,279.67,DEBIT,,
2026-08-13 19:52:00,FRESHMART SUPERSTORE,freshmart.store@ibl,201.51,DEBIT,,
2026-08-13 13:35:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,120.00,DEBIT,,
2026-08-12 21:02:00,RAVI TEJA K,raviteja.k@oksbi,1200.00,DEBIT,,
2026-08-12 11:56:00,BROADBAND FIBRENET,fibrenet.billing@axl,799.00,DEBIT,,
2026-08-12 11:10:00,SAI MEDICALS,saimedicals@ybl,433.75,DEBIT,,
2026-08-12 09:59:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,140.00,DEBIT,,
2026-08-11 20:53:00,QUICKBITE FOODS PRIVATE LIMITED,quickbite.foods@ibl,348.36,DEBIT,,
2026-08-11 13:33:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,75.00,DEBIT,,
2026-08-11 11:22:00,DEEPTHI R,deepthi.r@axl,1200.00,DEBIT,,
2026-08-11 09:59:00,METRO RIDE MOBILITY,metroride.trips@ibl,246.68,DEBIT,,
2026-08-10 13:29:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,90.00,DEBIT,,
2026-08-09 20:38:00,QUICKBITE FOODS PRIVATE LIMITED,quickbite.foods@ibl,423.77,DEBIT,,
2026-08-09 19:49:00,SRI VENKATESWARA KIRANA,svkirana@paytm,496.73,DEBIT,,
2026-08-09 07:37:00,SIP AUTOSAVE PLAN,sipautosave@ybl,2500.00,DEBIT,,
2026-08-08 19:12:00,METRO RIDE MOBILITY,metroride.trips@ibl,217.14,DEBIT,,
2026-08-08 19:02:00,SRI VENKATESWARA KIRANA,svkirana@paytm,541.38,DEBIT,,
2026-08-08 17:13:00,METROFUEL PUMP 42,metrofuel42@ibl,927.01,DEBIT,,
2026-08-08 16:50:00,IRCTC TICKETING,irctc.tickets@sbi,326.98,DEBIT,,
2026-08-07 20:04:00,FRESHMART SUPERSTORE,freshmart.store@ibl,747.01,DEBIT,,
2026-08-07 18:45:00,METRO RIDE MOBILITY,metroride.trips@ibl,89.72,DEBIT,,
2026-08-07 13:34:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,140.00,DEBIT,,
2026-08-07 07:25:00,CLOUDNOTE SUBSCRIPTION,cloudnote.sub@ybl,199.00,DEBIT,,
2026-08-06 20:06:00,SRI VENKATESWARA KIRANA,svkirana@paytm,461.26,DEBIT,,
2026-08-06 14:08:00,IRCTC TICKETING,irctc.tickets@sbi,256.48,DEBIT,,
2026-08-06 09:37:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,45.00,DEBIT,,
2026-08-05 20:42:00,FRESHMART SUPERSTORE,freshmart.store@ibl,596.95,DEBIT,,
2026-08-05 19:06:00,AXIS POWER UTILITY,axispower.utility@axl,2005.12,DEBIT,,
2026-08-05 17:22:00,SAI MEDICALS,saimedicals@ybl,377.16,DEBIT,,
2026-08-04 20:29:00,SRI VENKATESWARA KIRANA,svkirana@paytm,851.65,DEBIT,,
2026-08-04 13:47:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,75.00,DEBIT,,
2026-08-03 17:01:00,DEEPTHI R,deepthi.r@axl,200.00,DEBIT,,
2026-08-03 10:40:00,K RAMANA RAO,ramanarao.k@oksbi,18500.00,DEBIT,,
2026-08-03 08:22:00,METRO RIDE MOBILITY,metroride.trips@ibl,205.96,DEBIT,,
2026-08-02 20:27:00,SRI VENKATESWARA KIRANA,svkirana@paytm,518.32,DEBIT,,
2026-08-02 09:19:00,METRO RIDE MOBILITY,metroride.trips@ibl,188.27,DEBIT,,
2026-08-01 20:27:00,SAI MEDICALS,saimedicals@ybl,191.70,DEBIT,,
2026-08-01 17:42:00,METROFUEL PUMP 42,metrofuel42@ibl,1422.74,DEBIT,,
2026-08-01 11:05:00,VERTEX SOFTWARE SOLUTIONS,vertexsoft.payroll@icici,48000.00,CREDIT,,
2026-08-01 08:10:00,METRO RIDE MOBILITY,metroride.trips@ibl,162.18,DEBIT,,
2026-07-31 20:00:00,QUICKBITE FOODS PRIVATE LIMITED,quickbite.foods@ibl,167.38,DEBIT,,
2026-07-31 19:43:00,FRESHMART SUPERSTORE,freshmart.store@ibl,742.77,DEBIT,,
2026-07-31 18:09:00,METRO RIDE MOBILITY,metroride.trips@ibl,205.97,DEBIT,,
2026-07-31 09:19:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,60.00,DEBIT,,
2026-07-30 20:10:00,QUICKBITE FOODS PRIVATE LIMITED,quickbite.foods@ibl,207.96,DEBIT,,
2026-07-30 18:17:00,FRESHMART SUPERSTORE,freshmart.store@ibl,911.22,DEBIT,,
2026-07-30 12:43:00,SAI MEDICALS,saimedicals@ybl,167.34,DEBIT,,
2026-07-30 09:17:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,140.00,DEBIT,,
2026-07-29 21:35:00,METRO RIDE MOBILITY,metroride.trips@ibl,203.90,DEBIT,,
2026-07-29 20:09:00,QUICKBITE FOODS PRIVATE LIMITED,quickbite.foods@ibl,190.48,DEBIT,,
2026-07-29 16:34:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,110.00,DEBIT,,
2026-07-28 21:13:00,METRO RIDE MOBILITY,metroride.trips@ibl,221.88,DEBIT,,
2026-07-28 20:55:00,QUICKBITE FOODS PRIVATE LIMITED,quickbite.foods@ibl,375.38,DEBIT,,
2026-07-28 18:27:00,FRESHMART SUPERSTORE,freshmart.store@ibl,556.27,DEBIT,,
2026-07-27 13:48:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,75.00,DEBIT,,
2026-07-25 19:12:00,METRO RIDE MOBILITY,metroride.trips@ibl,134.08,DEBIT,,
2026-07-25 12:46:00,RAVI TEJA K,raviteja.k@oksbi,300.00,CREDIT,,
2026-07-24 18:11:00,SRI VENKATESWARA KIRANA,svkirana@paytm,589.18,DEBIT,,
2026-07-24 16:53:00,DEEPTHI R,deepthi.r@axl,300.00,DEBIT,,
2026-07-24 16:08:00,IRCTC TICKETING,irctc.tickets@sbi,253.50,DEBIT,,
2026-07-24 13:06:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,45.00,DEBIT,,
2026-07-24 09:58:00,METRO RIDE MOBILITY,metroride.trips@ibl,155.45,DEBIT,,
2026-07-23 20:43:00,QUICKBITE FOODS PRIVATE LIMITED,quickbite.foods@ibl,202.97,DEBIT,,
2026-07-23 18:21:00,FRESHMART SUPERSTORE,freshmart.store@ibl,918.40,DEBIT,,
2026-07-23 13:34:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,140.00,DEBIT,,
2026-07-22 20:01:00,QUICKBITE FOODS PRIVATE LIMITED,quickbite.foods@ibl,395.41,DEBIT,,
2026-07-22 18:40:00,FRESHMART SUPERSTORE,freshmart.store@ibl,254.26,DEBIT,,
2026-07-22 16:54:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,90.00,DEBIT,,
2026-07-21 20:44:00,QUICKBITE FOODS PRIVATE LIMITED,quickbite.foods@ibl,228.69,DEBIT,,
2026-07-21 19:46:00,METRO RIDE MOBILITY,metroride.trips@ibl,93.80,DEBIT,,
2026-07-21 13:27:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,75.00,DEBIT,,
2026-07-20 21:45:00,METRO RIDE MOBILITY,metroride.trips@ibl,126.14,DEBIT,,
2026-07-20 17:58:00,SAI MEDICALS,saimedicals@ybl,447.84,DEBIT,,
2026-07-20 13:36:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,90.00,DEBIT,,
2026-07-19 19:16:00,METRO RIDE MOBILITY,metroride.trips@ibl,88.09,DEBIT,,
2026-07-18 18:55:00,SRI VENKATESWARA KIRANA,svkirana@paytm,697.55,DEBIT,,
2026-07-18 18:26:00,METRO RIDE MOBILITY,metroride.trips@ibl,230.15,DEBIT,,
2026-07-18 17:47:00,METROFUEL PUMP 42,metrofuel42@ibl,708.45,DEBIT,,
2026-07-17 21:54:00,ARJUN M,arjun.m@paytm,1200.00,DEBIT,,
2026-07-17 19:49:00,METRO RIDE MOBILITY,metroride.trips@ibl,122.59,DEBIT,,
2026-07-17 13:05:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,45.00,DEBIT,,
2026-07-16 20:16:00,QUICKBITE FOODS PRIVATE LIMITED,quickbite.foods@ibl,343.96,DEBIT,,
2026-07-16 19:31:00,FRESHMART SUPERSTORE,freshmart.store@ibl,243.77,DEBIT,,
2026-07-16 19:15:00,DEEPTHI R,deepthi.r@axl,500.00,DEBIT,,
2026-07-16 13:38:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,110.00,DEBIT,,
2026-07-15 20:09:00,SRI VENKATESWARA KIRANA,svkirana@paytm,287.87,DEBIT,,
2026-07-15 14:04:00,IRCTC TICKETING,irctc.tickets@sbi,468.16,DEBIT,,
2026-07-15 13:46:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,110.00,DEBIT,,
2026-07-14 21:00:00,DEEPTHI R,deepthi.r@axl,1200.00,DEBIT,,
2026-07-14 20:57:00,QUICKBITE FOODS PRIVATE LIMITED,quickbite.foods@ibl,241.56,DEBIT,,
2026-07-14 19:02:00,SRI VENKATESWARA KIRANA,svkirana@paytm,735.12,DEBIT,,
2026-07-14 13:46:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,90.00,DEBIT,,
2026-07-13 20:54:00,QUICKBITE FOODS PRIVATE LIMITED,quickbite.foods@ibl,368.81,DEBIT,,
2026-07-13 19:51:00,DEEPTHI R,deepthi.r@axl,200.00,DEBIT,,
2026-07-13 13:23:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,110.00,DEBIT,,
2026-07-13 08:57:00,METRO RIDE MOBILITY,metroride.trips@ibl,61.80,DEBIT,,
2026-07-12 20:26:00,FRESHMART SUPERSTORE,freshmart.store@ibl,279.95,DEBIT,,
2026-07-12 10:40:00,BROADBAND FIBRENET,fibrenet.billing@axl,799.00,DEBIT,,
2026-07-11 18:50:00,METRO RIDE MOBILITY,metroride.trips@ibl,106.13,DEBIT,,
2026-07-11 18:35:00,ARJUN M,arjun.m@paytm,1200.00,DEBIT,,
2026-07-10 20:03:00,QUICKBITE FOODS PRIVATE LIMITED,quickbite.foods@ibl,455.58,DEBIT,,
2026-07-10 13:03:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,120.00,DEBIT,,
2026-07-09 21:05:00,METRO RIDE MOBILITY,metroride.trips@ibl,231.79,DEBIT,,
2026-07-09 19:16:00,SRI VENKATESWARA KIRANA,svkirana@paytm,907.61,DEBIT,,
2026-07-09 13:01:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,45.00,DEBIT,,
2026-07-09 08:21:00,SIP AUTOSAVE PLAN,sipautosave@ybl,2500.00,DEBIT,,
2026-07-08 19:43:00,RAVI TEJA K,raviteja.k@oksbi,800.00,CREDIT,,
2026-07-08 19:24:00,METRO RIDE MOBILITY,metroride.trips@ibl,107.54,DEBIT,,
2026-07-08 13:01:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,90.00,DEBIT,,
2026-07-07 18:12:00,METRO RIDE MOBILITY,metroride.trips@ibl,174.10,DEBIT,,
2026-07-07 16:20:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,110.00,DEBIT,,
2026-07-07 07:33:00,CLOUDNOTE SUBSCRIPTION,cloudnote.sub@ybl,199.00,DEBIT,,
2026-07-06 19:56:00,METRO RIDE MOBILITY,metroride.trips@ibl,62.90,DEBIT,,
2026-07-06 13:24:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,75.00,DEBIT,,
2026-07-05 20:40:00,SRI VENKATESWARA KIRANA,svkirana@paytm,670.68,DEBIT,,
2026-07-05 19:23:00,AXIS POWER UTILITY,axispower.utility@axl,2065.24,DEBIT,,
2026-07-05 19:20:00,METRO RIDE MOBILITY,metroride.trips@ibl,183.81,DEBIT,,
2026-07-04 18:00:00,SRI VENKATESWARA KIRANA,svkirana@paytm,481.08,DEBIT,,
2026-07-04 17:36:00,METROFUEL PUMP 42,metrofuel42@ibl,1439.87,DEBIT,,
2026-07-04 15:07:00,RAVI TEJA K,raviteja.k@oksbi,150.00,DEBIT,,
2026-07-03 18:27:00,SRI VENKATESWARA KIRANA,svkirana@paytm,293.59,DEBIT,,
2026-07-03 15:37:00,RAVI TEJA K,raviteja.k@oksbi,150.00,DEBIT,,
2026-07-03 13:42:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,110.00,DEBIT,,
2026-07-03 10:20:00,K RAMANA RAO,ramanarao.k@oksbi,18500.00,DEBIT,,
2026-07-02 20:39:00,QUICKBITE FOODS PRIVATE LIMITED,quickbite.foods@ibl,375.26,DEBIT,,
2026-07-02 13:22:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,110.00,DEBIT,,
2026-07-01 13:00:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,45.00,DEBIT,,
2026-07-01 11:30:00,VERTEX SOFTWARE SOLUTIONS,vertexsoft.payroll@icici,48000.00,CREDIT,,
2026-06-30 19:50:00,DEEPTHI R,deepthi.r@axl,300.00,DEBIT,,
2026-06-30 19:31:00,METRO RIDE MOBILITY,metroride.trips@ibl,264.84,DEBIT,,
2026-06-30 19:19:00,FRESHMART SUPERSTORE,freshmart.store@ibl,306.02,DEBIT,,
2026-06-30 16:17:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,90.00,DEBIT,,
2026-06-29 21:59:00,METRO RIDE MOBILITY,metroride.trips@ibl,231.67,DEBIT,,
2026-06-29 19:13:00,RAVI TEJA K,raviteja.k@oksbi,200.00,DEBIT,,
2026-06-29 16:02:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,60.00,DEBIT,,
2026-06-28 20:33:00,QUICKBITE FOODS PRIVATE LIMITED,quickbite.foods@ibl,214.41,DEBIT,,
2026-06-28 19:29:00,FRESHMART SUPERSTORE,freshmart.store@ibl,605.86,DEBIT,,
2026-06-27 20:51:00,FRESHMART SUPERSTORE,freshmart.store@ibl,313.42,DEBIT,,
2026-06-27 20:22:00,QUICKBITE FOODS PRIVATE LIMITED,quickbite.foods@ibl,353.22,DEBIT,,
2026-06-27 17:30:00,METROFUEL PUMP 42,metrofuel42@ibl,878.60,DEBIT,,
2026-06-27 08:24:00,METRO RIDE MOBILITY,metroride.trips@ibl,241.77,DEBIT,,
2026-06-26 19:37:00,METRO RIDE MOBILITY,metroride.trips@ibl,85.16,DEBIT,,
2026-06-26 16:44:00,SRI LAKSHMI CANTEEN,srilakshmi.canteen@ybl,120.00,DEBIT,,
